,Unnamed: 0,scene_id,scene_text,in_summary,aspects,prediction,aspect?,topic,score,prediction_class
43,43,43,"[' ( On screen , the man takes out a gun and fires , hitting the other man in the abdomen . )', ' ( On screen a woman rushes out of the room . )', "" [[Man]] i said he 'd be alone"", ' ( In the audience , GRISSOM sits and watches the movie . )', ' ( CATHERINE returns with her popcorn and drink and takes her seat next to GRISSOM . )', ' [[Catherine]] hi', "" [[Catherine]] what 'd i miss ?"", ' [[Grissom]] murder , seduction , deceit -- the usual', ' [[Catherine]] mm', ' [[Catherine]] this one of your favorites ?', "" [[Grissom]] actually , i 'm not a big fan of noir"", ' [[Catherine]] okay', ' [[Catherine]] well , what do you like ?', ' [[Grissom]] i like silent movies', ' ( CATHERINE stops and turns to look at GRISSOM . )', ' ( With a small smile on his face , GRISSOM glances at CATHERINE , then turns to look at the screen . )']",0,None,0,0,Murder,0.964755117893219,1
28,28,28,"["" ( DET O'RILEY sits at the table with KEVIN McCALLUM . )"", "" [[Kevin_McCallum]] timmy 's 15 , i 'm 18"", "" [[Kevin_McCallum]] he 's got his friends , i got my friends"", "" [[Kevin_McCallum]] we do n't do the same things"", "" [[Kevin_McCallum]] we do n't hang together"", "" [[O'Riley]] evidence says you were there"", "" [[O'Riley]] you want to go down for suspicion of murder ?"", ' ( KEVIN McCALLUM sighs . )', "" [[O'Riley]] or you want to stop digging your own grave ?"", ' [[Nick]] just talked to bobby dawson', ' [[Nick]] all the bullets came from the same gun : nine-millimeter semi-automatic', "" [[Nick]] how 's this going ?"", ' [[Warrick]] i found a 12-pack container in the mccallum minivan', "" [[Warrick]] sales slip said 'jenko liquors '"", "" [[Nick]] i 'll check the surveillance , see if we can get some footage of this guy"", ' ( In the Interview Room , NICK watches as KEVIN McCALLUM shifts and brings his left hand up to show a blood stain on his shirt . )', ' [[Nick]] what is that on his elbow ?']",0,None,1,0,Murder,0.9045505523681641,1
3,3,3,"[' ( ROBBINS is in the theatre with GRISSOM and CATHERINE . )', ' ( All are standing around the victim seated in the theatre chair . )', "" ( GRISSOM is looking at the wound at the back of the victim 's neck and arguing with ROBBINS . )"", "" [[Robbins]] it was 'build my gallows high ' , with robert mitchum , 1947"", "" [[Grissom]] it was 'out of the past ' , with robert mitchum and jane greer ... and kirk douglas"", "" [[Robbins]] trust me , the book was 'build my gallows high '"", ' [[Catherine]] mr siskel , mr ebert , may i have a cause of death , please ?', ' ( ROBBINS leans over and looks at the wound . )', ' [[Robbins]] puncture wound is small', ' [[Robbins]] not a knife', "" [[Robbins]] seems like it penetrated all the way to the brain stem , and there 's some bruising around the mouth"", ' [[Grissom]] well , the killer could have stood over him , placed his hand over his mouth , stabbed him in the back of the head', "" ( Quick flashback to : The killer puncturing something into the back of the victim 's neck . )"", ' ( End of flashback . )', ' ( Resume to present . )', "" [[Robbins]] did n't telly savalas do that in 'the dirty dozen ' ?"", "" [[Grissom]] anthony quinn did it , too , in 'guns of navaronne '"", ' [[Robbins]] right', ' [[Catherine]] well , what movie did you see this in ?', "" ( CATHERINE shines the flashlight at the other side of the victim 's neck . )"", ' ( Both ROBBINS and GRISSOM lean in to look where they see the abrasions and bruising . )', ' [[Robbins]] looks like somebody ripped something off his neck', ' [[Grissom]] small patterns ; could have been a chain , maybe , huh ?', "" ( Quick flashback to : The killer grabbing the chain and ripping it from the victim 's neck . )"", ' ( End of flashback . )', ' ( Resume to present . )', ' ( CATHERINE starts looking on the floor . )', ' [[Catherine]] or necklace', ' [[Catherine]] oh !', ' ( She drops her flashlight and it starts rolling toward the front of the theatre . )', ' [[Catherine]] butterfingers', ' ( CATHERINE leaves the body to go get her flashlight . )', "" ( GRISSOM snaps a photograph of the cellphone then takes it out of the victim 's grip . )"", "" [[Robbins]] what 'd you got ?"", "" [[Grissom]] well , whoever called him did n't leave their number"", ' ( GRISSOM checks the list of calls received from the cell phone . )', ' ( Meanwhile , CATHERINE is a few rows in front of the victim where her flashlight stopped rolling . )', ' ( She looks down and finds the murder weapon , a screwdriver , next to the flashlight on the floor . )', ' ( She picks it up and holds it up to examine . )', ' [[Catherine]] hey !', "" [[Catherine]] i was n't the only one who dropped something tonight"", ' ( BRASS appears at the top of the theatre near the doorway . )', ' [[Brass]] i got a witness']",1,Death cause,0,1,Murder,0.8293502926826477,1
25,25,25,"[' ( With his weapon in hand , BRASS pushes the partially opened sliding door open and walks into the residence . )', ' ( CATHERINE and GRISSOM follow . )', ' ( The telephone is off the hook and is beeping . )', ' ( As they walk in , they notice the phone on the counter . )', ' ( They walk into the living room and find AUDREY HILDEN hanging suspended in the middle of the living room from a cord tied from around her neck to the second story banister . )', ' [[Catherine]] she used an extension cord and tied it to the railing and must have jumped off', ' ( GRISSOM looks down and notices a chain on the floor . )', ' ( He cautiously picks it up to look at it . )', ' ( BRASS phones it in )', ' [[Brass]] yeah , this is brass', ' [[Brass]] i got a db', ' [[Brass]] yeah', ' [[Brass]] well', ' ( Quick flashback to : GUS SUGARMAN sits in the theatre , dead . )', ' ( The killer reaches out and rips the chain from his neck . )', ' ( End of flashback . )', ' ( Resume to present . )', ' ( GRISSOM holds up the chain and looks at it . )', ' [[Catherine]] our only suspect apparently commits suicide', ' [[Catherine]] convenient', ' [[Grissom]] too convenient']",1,Crime scene,0,1,Murder,0.8233036994934082,1
26,26,26,"["" ( GRISSOM examines the marks on the victim 's neck . )"", "" [[Grissom]] catherine ... she 's got a whole 'nother set of horizontal marks on her neck , below the cord"", ' [[Grissom]] and postmortem bruising', ' [[Grissom]] i think she was strangled first and then hanged', ' ( Quick flashback to : AUDREY HILDEN fights off her attacker who has a firm hold on her neck . )', ' ( End of flashback . )', ' ( Resume to present . )', ' ( GRISSOM continues to examine the body . )', "" ( This time paying close attention to the victim 's feet and legs . )"", ' ( CATHERINE is on the second floor looking around . )', ' [[Catherine]] no signs of a break-in ... or a struggle', ' [[Catherine]] she may have been killed by someone she knew', ' [[Grissom]] she was dragged', "" [[Grissom]] she 's got carpet fibers on her heels"", ' ( Quick flashback to : The killer drags AUDREY HILDEN across the floor . )', ' ( End of flashback . )', ' ( Resume to present . )', ' [[Catherine]] yeah , she was dragged over here , tied off and shoved over', ' ( Quick flashback to : The killer lifts up AUDREY HILDEN and pushes her over the second floor balcony . )', ' ( AUDREY never hits the floor , her body jerks as it reaches the end of the short cord . )', ' ( End of flashback . )', ' ( Resume to present . )', ' ( GRISSOM holds up his flashlight and looks at something in particular across the room . )', ' ( CATHERINE joins GRISSOM and notices his intent on something . )', ' [[Catherine]] you got something ?', ' ( GRISSOM indicates the now empty section of the bulletin board with a thumbtack that has a bit of pink paper stuck underneath . )', ' ( He stares at it . )', ' [[Grissom]] when we were here earlier , there was a movie schedule pinned up there that had a handwritten note on it', "" [[Grissom]] i 'm not sure she wanted me to see it"", "" [[Grissom]] now it 's gone"", ' [[Catherine]] maybe she threw it away', ' ( CATHERINE walks over to the trash can in the room and checks it . )', "" ( The playbill is n't there . )"", ' ( Cut to : GRISSOM pushes the bathroom door open and turns on the light . )', ' ( He checks the trash can and notices the water on the floor near the toilet bowl . )', "" ( He checks the toilet bowl and notices that it 's clogged . )"", ' ( GRISSOM takes the plunger and unclogs the bowl . )', ' ( He sticks his hand in the water and pulls out a crumpled pink paper . )', ' ( He checks it . )']",1,Death cause,1,1,Murder,0.8162012100219727,1
30,30,30,"[' ( CATHERINE and GRISSOM work on the water-logged piece of paper . )', "" [[Catherine]] well , there 's an awful lot of water damage , but , um"", "" [[Catherine]] there 's some kind of an impression"", ' [[Grissom]] well , maybe this will bring it up', ' ( GRISSOM puts the paper under the machine . )', ' ( The computer beeps and whirs . )', ' ( The schedule appears on the monitor . )', "" ( GRISSOM focuses on the writing right above Alfred Hitchcock 's , 'Strangers On A Train ' . )"", "" [[Grissom]] it 's written above 'strangers on a train '"", "" [[Catherine]] 'strangers on a train ' is that the one with the perfect murder ?"", "" [[Grissom]] two strangers meet on a train , make a pact to get rid of each other 's problems they figure since neither has a motive for the killings , they wo n't be caught"", ' [[Catherine]] life imitating art ?', "" [[Grissom]] in the movie , robert walker kills farley granger 's wife"", "" [[Grissom]] granger did n't think he was serious , so when he refuses to kill walker 's father , walker goes after him"", ' [[Catherine]] so if audrey is farley granger', "" [[Grissom]] who 's playing robert walker 's part ?"", ' ( GRISSOM turns back to the monitor and works on clearing up the writing on the schedule . )', "" [[Catherine]] 'sphere e4-117 ' well , that 's got to be the sphere hotel"", "" [[Grissom]] it 's not a hotel room , though"", ' [[Catherine]] locker , safety deposit box', ' [[Grissom]] ... parking space , maybe', ' [[Catherine]] yeah']",1,Evidence,0,1,Murder,0.8051645159721375,1
0,0,0,"["" [[Woman]] this wo n't help , do n't you see ?"", "" [[Woman]] after me , there 'll be others"", "" [[Woman]] you 'll have to go on killing , on and on until they catch you"", "" [[Woman]] i wo n't be the last ;""]",0,None,0,0,Murder,0.7945912480354309,1
13,13,13,"["" ( ROBBINS pulls the sheet on the body down to show WARRICK the victim 's torso and the purple bruises on it . )"", ' ( They both lean in to examine them . )', ' [[Warrick]] geez , what was this kid , tortured ?', ' [[Robbins]] couple of fractured ribs', ' [[Robbins]] deep purple contusions of the presternal chest wall', ' [[Robbins]] each one around two inches in diameter', ' [[Robbins]] i stopped counting around nine', "" [[Warrick]] what do you think could 've done this ?"", ' [[Warrick]] baseball bat ?', "" [[Robbins]] it 's hard to tell"", ' [[Robbins]] whatever it was , it had a great deal of velocity', ' [[Warrick]] yeah', ' [[Robbins]] cause of death : single gunshot to the chest', ' [[Robbins]] no evidence of gunshot residue', ' [[Warrick]] shot from a distance', "" [[Warrick]] and at a downward angle ... it 's , uh ... it 's about 25 degrees"", ' [[Warrick]] he was shot from above', ' ( Quick flashback to : TIMMY McCALLUM is having a beer with his friend . )', ' ( Someone stands at the top of the warehouse and shoots . )', ' ( It hits TIMMY . )', ' ( End of flashback . )', ' ( Resume to present . )', ' [[Warrick]] rooftop angle is 45 degrees', ' [[Warrick]] this is 25 degrees ?', "" [[Warrick]] it 's impossible"", "" [[Robbins]] if that 's the case , he was shot by somebody 10 to 15 feet tall"", ' [[Warrick]] what else you got ?', ' [[Robbins]] scabbing abrasions on the elbows , the back and kneecaps', "" ( ROBBINS lifts the sheet to expose the victim 's right leg . )"", "" [[Robbins]] looks to be harmless 'boys will be boys ' stuff"", "" [[Warrick]] there 's nothing harmless about death""]",1,Death cause,1,1,Murder,0.7355359196662903,1
23,23,23,"[' ( GRISSOM and CATHERINE confer with BRASS . )', ' [[Catherine]] so , the gloves match the palm print on the murder weapon as well as the pay phone in the theater lobby', ' [[Catherine]] unfortunately , there was no epithelials inside the gloves because the cleaning woman had ammonia on her hands', ' [[Brass]] ah , i see', "" [[Brass]] well , according to this , a phone call was made from the theater lobby to audrey 's home at 11:25"", ' ( GRISSOM holds up another phone listing . )', "" [[Grissom]] well , audrey called dr sugarman 's cell from her home at 11:26"", "" [[Catherine]] well , obviously , she did n't make it home in one minute"", "" [[Brass]] we 're looking for someone else"", ' [[Grissom]] the mysterious redhead in the theater ?', "" [[Brass]] maybe audrey hired a pro who called up to say , uh , 'it 's done '"", "" [[Catherine]] well , if she could n't afford a powerful attorney , how did she pay for a hit man ?"", ' [[Grissom]] hit woman', "" [[Brass]] why do n't we ask her ?""]",0,None,0,0,Murder,0.7317421436309814,1
6,6,6,"[' ( Camera close up of the screwdriver found in the theatre . )', ' ( GREG is holding the screwdriver and looking at it with JACQUI FRANCO and CATHERINE . )', "" [[Greg]] question is not what we 're going to find on the murder weapon ; question is what is n't on it"", ' [[Greg]] the sticky substance ?', ' [[Catherine]] soda', ' [[Jacqui_Franco]] yellow crumbs ?', ' [[Catherine]] popcorn', ' [[Greg]] carpet fibers', "" [[Catherine]] it was n't the cleanest theater in the world"", ' [[Catherine]] i just want to match the blood to our victim', "" [[Jacqui_Franco]] and you want to know if there 's a recoverable print"", ' [[Catherine]] uh-huh', ' ( GREG and JACQUI look at each other . )', ' ( CATHERINE smiles at the two lab techs in front of her . )', ' [[Greg]] you want to race ?', "" [[Jacqui_Franco]] what 's the bet ?"", ' [[Greg]] hmm']",0,None,1,0,Murder,0.6604212522506714,1
